filename,speaker_id,dataset,file_path,dialect_code,dialect,split,emotion,speech_type,accent,native_language,duration,sampling_frequency,pitch_mean,pitch_std,pitch_median,pitch_range,pitch_variance,energy_mean,energy_std,energy_max,energy_min,energy_dynamic_range,F1_mean,F1_std,F1_median,F2_mean,F2_std,F2_median,F3_mean,F3_std,F3_median,hnr_mean
emo_adoration_freeform.wav,p001,EARS,/content/EARS_dataset/p001/emo_adoration_freeform.wav,,,train,adoration,freeform,,german,15.701375,16000,114.80087939230059,38.06367641791049,106.49087280227131,424.1664773521533,1448.8434624473953,46.623751188434596,9.266085849681657,64.92262497755252,19.77878183358289,45.143843143969626,807.1601332943975,559.7377172717504,541.4237991310816,1890.3415733980066,582.2588048763747,1768.4761306776522,2842.086443483735,614.1236211939308,2596.837044845419,13.269424775096226
emo_adoration_sentences.wav,p001,EARS,/content/EARS_dataset/p001/emo_adoration_sentences.wav,,,train,adoration,sentences,,german,12.5314375,16000,122.54888567547415,37.283478935556225,107.16440888184327,165.47422804125836,1390.057801538065,44.21204392995208,10.159436103218837,71.36927216703627,21.16525569654958,50.20401647048669,1036.6391842361622,568.8602963448787,1093.8272548717646,2124.2949085390087,624.1354334382756,2112.8839266746704,3140.640355898359,664.377909487686,3186.9750472546816,10.601782789314761
emo_amazement_freeform.wav,p001,EARS,/content/EARS_dataset/p001/emo_amazement_freeform.wav,,,train,amazement,freeform,,german,14.182625,16000,119.067146713198,17.781141421623616,117.20061229953319,162.8091320450596,316.16899025577914,50.3954823845385,11.698679229093894,72.52007614274766,21.042427355349133,51.47764878739852,828.280592881789,556.555897814293,605.9031748285139,1870.1924098875759,659.8615815935249,1794.82806929751,2918.8804693194234,626.8765277900716,2706.603784177672,13.62161254794255
emo_amazement_sentences.wav,p001,EARS,/content/EARS_dataset/p001/emo_amazement_sentences.wav,,,train,amazement,sentences,,german,8.7469375,16000,131.7445966416197,32.52111281788625,126.97074049392705,372.33501329008465,1057.6227789136851,49.00251852439511,11.246042338333057,70.50259658681136,21.25905292008404,49.24354366672732,1008.4868450818499,571.596017809143,899.1565927409492,2026.7944085954305,665.4934461260618,1967.7725954542293,3060.630249651249,660.655491901984,2931.480254604984,13.115380846302656
emo_amusement_freeform.wav,p001,EARS,/content/EARS_dataset/p001/emo_amusement_freeform.wav,,,train,amusement,freeform,,german,15.7441875,16000,137.31756317374763,35.89090585455214,126.3712808640877,407.3886218813323,1288.1571230603251,52.97983721094055,12.81303955852226,77.54623455077726,22.929688870351267,54.616545680425986,944.6422365617628,530.0866825062216,784.3659771076098,1969.179897321631,553.8309594523051,1919.865721358381,2927.4375230079636,567.0826186189332,2749.049470631642,12.196182260397272
emo_amusement_sentences.wav,p001,EARS,/content/EARS_dataset/p001/emo_amusement_sentences.wav,,,train,amusement,sentences,,german,9.322375,16000,133.62908859149508,70.45185206476293,109.95947124780011,500.1764611621358,4963.46345935524,45.921970270699966,10.843539223920908,70.80224233761426,17.617954524979,53.18428781263526,1096.781701027921,599.0141529439408,1157.813660070203,2068.879880943177,572.5811042059635,2045.3112951973008,3109.298974271437,642.0177149785906,3124.975690634028,8.096112618304948
emo_anger_freeform.wav,p001,EARS,/content/EARS_dataset/p001/emo_anger_freeform.wav,,,train,anger,freeform,,german,15.1098125,16000,231.74570583419697,56.041739865304706,234.01061276633507,316.0595070156761,3140.676607130483,61.8328012142442,13.913553680160271,83.05442199757448,24.442371508681667,58.61205048889281,856.8549128702509,509.6535500168689,718.7083879913073,1897.7817820976024,573.9721157197839,1857.7198021685267,2926.589700349986,507.650687434138,2795.2556453710745,14.182641208109724
emo_anger_sentences.wav,p001,EARS,/content/EARS_dataset/p001/emo_anger_sentences.wav,,,train,anger,sentences,,german,11.5809375,16000,181.32852952792345,61.82099651654944,181.04109591238822,274.69825013128525,3821.8356102992184,54.76796000516546,13.44935320616936,82.56006340427288,20.555709887193405,62.00435351707948,1021.3553468997435,520.0656368342252,959.5473341011659,2002.5783818741377,572.5985990842371,1923.050357256972,3013.3668944006995,554.145369002061,2908.981522282244,10.164212057629483
emo_confusion_freeform.wav,p001,EARS,/content/EARS_dataset/p001/emo_confusion_freeform.wav,,,train,confusion,freeform,,german,14.9318125,16000,124.41050601905101,40.44354798589823,111.27549254987628,373.1901897709371,1635.6805736876527,49.492011085494944,9.831179311103712,69.11251152517247,22.83485800776923,46.27765351740324,951.8661138052547,573.2396935328132,717.1494110937409,1993.4728444363238,640.3316167133205,1867.264695816942,3038.241671119667,614.735299037828,2826.7439544512113,10.58940455910961
emo_confusion_sentences.wav,p001,EARS,/content/EARS_dataset/p001/emo_confusion_sentences.wav,,,train,confusion,sentences,,german,6.7655,16000,157.13152403443553,78.34455708430603,133.92835290131532,429.1989219368955,6137.869624736086,48.552874545303226,9.777753080418904,67.23423320779511,23.23989326728272,43.99433994051239,1094.6020416428375,625.1846371875936,1074.0201691387106,2222.849441176607,724.8636335970492,2246.2907019409326,3257.3725032577763,723.3626094550526,3295.764165415666,9.733028725506546
