utt_id,speaker_id,dataset,duration,aug_id,aug_tag,aug_wav_path,sampling_frequency,pitch_mean,pitch_std,pitch_median,pitch_range,pitch_variance,energy_mean,energy_std,energy_max,energy_min,energy_dynamic_range,F1_mean,F1_std,F1_median,F2_mean,F2_std,F2_median,F3_mean,F3_std,F3_median,hnr_mean
sentences_01_fast,p010,EARS,9.691,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_01_fast_noise_aug0.wav,16000.0,117.5664063580188,11.533057781091546,116.89887857915515,60.86879206588904,133.01142178199626,56.574695390751714,2.569188191840198,63.59754768098475,53.30915383208214,10.288393848902615,1101.8914567056318,324.3594932070996,1121.9340702631334,2153.9142307968355,335.67239553746316,2138.2906201334285,3218.787252556114,332.278340180895,3171.4160794527943,-1.4092092022620804
sentences_01_fast,p010,EARS,9.691,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_01_fast_reverb_aug0.wav,16000.0,118.37286479090947,10.56432616310361,116.89900220899392,56.8520782778685,111.60498728043545,38.02958999340082,8.090848675730774,50.74556331171248,14.906162385300174,35.83940092641231,725.2638412822265,401.13656545194755,562.5572178794575,1762.7722647114329,551.1295229794041,1662.9262260594178,2920.4367505144464,517.0660507041808,2863.646300837866,5.122602398831918
emo_desire_sentences,p010,EARS,8.661625,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_desire_sentences_noise_aug0.wav,16000.0,136.84132252517122,29.084316675803343,132.04788000367233,126.0572682357156,845.8974764984125,55.83210090220003,2.5141218579387257,66.69861982453793,53.29937472482263,13.399245099715301,1108.243112616019,281.8296904137378,1116.2735973063848,2121.4770256194315,302.2188397543454,2104.4036023909675,3175.727739253558,299.14097938557325,3135.841441850861,-2.8018158650247504
emo_desire_sentences,p010,EARS,8.661625,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_desire_sentences_reverb_aug0.wav,16000.0,158.00164313189205,80.5357030687199,138.9258360592764,441.1574478964401,6485.99946877302,34.695396354360014,8.780738952817908,54.952425294833354,12.030831995665917,42.92159329916744,812.6984905964862,417.4882890941609,711.3320376099291,1837.4451564435403,554.3306692996766,1640.8443384963102,2943.3329175906542,569.3349229741067,2830.345058847577,5.030834616576674
sentences_02_regular,p010,EARS,23.7186875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_02_regular_noise_aug0.wav,16000.0,119.52367346867119,20.06671108178196,116.18537768318565,107.74418325371121,402.672893639711,55.29324732286744,1.8656477205961832,65.56580495221134,53.25050368189813,12.315301270313206,1133.4885897359989,254.53961966255224,1122.7077008761794,2146.546467180066,279.18207440758613,2118.9542432620055,3175.2209543746085,300.3280029411441,3134.012099274944,-3.1302905588898375
sentences_02_regular,p010,EARS,23.7186875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_02_regular_reverb_aug0.wav,16000.0,162.2389646069869,126.83723334253634,113.24185912002835,494.7430666586777,16087.68376198901,32.96691921398782,8.095287803077243,51.05209007895652,10.340563449469391,40.711526629487125,934.6412563370088,482.79010670326693,946.2024915869093,2013.09501150537,600.3600311690363,1986.6586719213465,3122.455017127397,652.519196149345,3125.9814396346783,4.891366101385713
rainbow_05_whisper,p010,EARS,17.5231875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_05_whisper_noise_aug0.wav,16000.0,nan,nan,nan,nan,nan,54.04628789480639,0.26806598718733304,54.95212161947288,53.13358475289159,1.818536866581283,1150.576492510172,128.98734383518644,1134.3856836849873,2126.933198514391,200.48985467721587,2111.6664966594863,3120.9354469101286,233.83376605278377,3095.7593279842204,-5.704258076895427
rainbow_05_whisper,p010,EARS,17.5231875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_05_whisper_reverb_aug0.wav,16000.0,469.4447221326014,74.3227987143774,485.3604380263443,491.6910915060799,5523.878408737858,25.551359008469554,3.7412008564540384,34.92928859501475,12.910552117830187,22.01873647718456,1180.2964049748787,342.17384772118794,1205.07897660187,2189.9302525732714,576.1914620395653,2309.7523989580604,3212.224109954679,542.7523658103058,3189.891732431973,6.667004495724046
interjection_anger,p010,EARS,14.35575,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/interjection_anger_noise_aug0.wav,16000.0,132.6950421460784,46.161083545314796,126.07555443195265,348.2218378863881,2130.8456340775324,57.11565743976514,4.915848830557446,75.3010446693719,53.135620646898644,22.16542402247326,1089.8488351887029,294.2724660148364,1104.7237624201064,2100.470707219052,302.0766203094303,2087.900513939373,3143.067034577243,302.62475610437156,3113.326104300882,6.2261377340983906
interjection_anger,p010,EARS,14.35575,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/interjection_anger_reverb_aug0.wav,16000.0,149.77490569698412,47.68284617006579,143.15945848788428,245.94527401700344,2273.6538188781574,36.89243242657947,11.606319539298905,63.37901725591927,12.803738251718269,50.57527900420101,960.5920424117978,426.6907888632949,886.180396884366,1929.257940795242,508.6707829744998,1836.27899041358,3014.6854964543336,525.9596347737037,2979.926553430948,4.257844507941144
sentences_01_whisper,p010,EARS,15.1923125,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_01_whisper_noise_aug0.wav,16000.0,nan,nan,nan,nan,nan,54.059251580453314,0.2746543564485403,54.88460417435232,53.12277312355646,1.7618310507958554,1150.498835494832,128.13376331493117,1132.566056209293,2126.6719463131776,206.0379262534865,2111.1680170151594,3124.938032511929,233.48934359968038,3100.886898450839,-5.682124986993117
sentences_01_whisper,p010,EARS,15.1923125,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_01_whisper_reverb_aug0.wav,16000.0,452.1525774892586,64.02372356149901,455.9346913681982,373.77097126887907,4099.037178679244,25.856054218918867,3.982360313664265,35.24027477134686,9.78992404849004,25.45035072285682,1134.038226748399,382.7907851957177,1123.9162237980668,2199.3016798395884,536.838485374962,2287.483697739149,3221.3319137925596,537.6317847084533,3157.3440169154464,7.09049516508417
rainbow_07_slow,p010,EARS,21.3540625,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_07_slow_noise_aug0.wav,16000.0,120.33833587469168,14.688319627657746,119.32146797390018,67.20520700332757,215.7467334842358,55.30458751613583,1.4640121605019527,60.50785225702497,53.16085636771956,7.346995889305411,1137.6605026485734,258.75660477642725,1124.304087070623,2159.822657462258,283.4580574137484,2130.764780365349,3196.3395905458588,307.3630318539873,3150.372544583592,-3.2639369496380537
rainbow_07_slow,p010,EARS,21.3540625,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_07_slow_reverb_aug0.wav,16000.0,166.50119383185518,133.88363548646024,117.33796282294453,517.1131856803221,17924.827851071357,35.00731771393791,5.637534151168018,46.502323202172235,10.621917116347,35.880406085825236,838.277353850059,494.8828126147499,756.273852610775,1939.0396800760334,651.7274710923505,1773.2867182110153,3064.7073719489144,627.9786424526892,2981.5719724189103,4.134186356349498
emo_disgust_freeform,p010,EARS,17.3883125,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_disgust_freeform_noise_aug0.wav,16000.0,101.10214133570294,8.477037096793769,101.64368550659916,36.54170312871115,71.86015794041772,55.210392687777386,1.8890904639958224,65.07745110968816,53.234585034666566,11.84286607502159,1132.5969433190935,233.4193245220601,1122.5900669730113,2145.306565886394,277.98984753500326,2122.7246770656157,3172.9351156369858,292.6047585840751,3130.7476883267454,-3.7529049529382776
emo_disgust_freeform,p010,EARS,17.3883125,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_disgust_freeform_reverb_aug0.wav,16000.0,181.56776947591615,158.54491033929241,106.79359563930414,512.5362647798311,25136.48859449427,34.11140750296314,6.7570588486693675,54.20043670304504,14.787556258049396,39.41288044499565,900.4047560551488,489.26863578173953,865.9897358168129,2016.4665562356654,625.2508879950745,2026.169643654755,3096.1646979521843,628.0052420676741,3059.1665002242034,5.125907260194936
rainbow_03_fast,p010,EARS,10.867875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_03_fast_noise_aug0.wav,16000.0,121.24539128828941,13.739366003414625,120.19067960535612,82.08157368754654,188.7701781757856,57.56655887442258,2.896409521730291,70.61017716405574,53.39843389966313,17.21174326439261,1064.8345259990156,386.97695047456335,1085.6431197515433,2179.6185682972696,357.3478308294016,2145.41380409343,3249.076583181728,351.83506165742136,3208.068757979848,1.9668314646896072
rainbow_03_fast,p010,EARS,10.867875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_03_fast_reverb_aug0.wav,16000.0,126.09031984915433,36.686811142159506,120.67564711442066,383.9490674464713,1345.9221117804789,41.488469164131345,6.557568658432403,56.44883613348683,16.86097500516758,39.58786112831925,669.4785407083942,432.49985258841485,493.5657685700347,1782.2079398964786,569.9056920568506,1721.7608290960711,2901.5390693314143,559.5613967736693,2820.6292258784533,6.677723935790384
rainbow_04_loud,p010,EARS,16.59975,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_04_loud_noise_aug0.wav,16000.0,145.08799966963028,22.279082041053282,143.67165368790853,145.66086867115155,496.35749659198285,60.07860467684667,5.447910912390676,74.2433308347038,53.33954544833742,20.90378538636638,981.3637989697679,393.50631154608,1032.9114415631127,2095.728983905501,357.01801733609443,2095.896526840812,3192.436629167462,334.7375614524196,3179.5908294501037,6.321259364762901
rainbow_04_loud,p010,EARS,16.59975,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_04_loud_reverb_aug0.wav,16000.0,165.17668523825068,79.48224031225259,147.44088229449392,488.26871625198885,6317.42652505467,45.26788940718012,10.660084718939252,62.42709523464541,14.72374516273732,47.70335007190809,708.6760161082395,380.9763586448553,585.4716338617773,1765.6926111699004,490.6360209089959,1760.3164628217678,2851.4629340663832,511.99007385911676,2776.22892424391,6.251823154790172
rainbow_05_loud,p010,EARS,17.4325625,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_05_loud_noise_aug0.wav,16000.0,133.10678478205523,32.04973906337452,131.88516570861697,501.15944446853626,1027.1857740303947,60.20640335550614,5.545322708358869,74.97131538369919,53.30078133901951,21.670534044679684,1013.1146904263229,351.0471923827461,1043.7182255692708,2082.4985224716784,411.51917811437187,2098.2594885362146,3175.362454011927,360.83760780004496,3149.895682411715,7.157985151790557
rainbow_05_loud,p010,EARS,17.4325625,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_05_loud_reverb_aug0.wav,16000.0,150.9073462062946,79.04596823464686,135.55004472832243,483.7409352049277,6248.265094152801,45.562957326532725,10.48492057325495,64.68579911117614,12.69131129408211,51.994487817094026,757.1950021609838,316.55759066308,704.7611890500731,1677.0030357615292,477.67518380359303,1604.6591474831055,2866.4621511834252,440.7881546557942,2838.566353626635,5.078726939673425
nonverbal_laughter_open,p010,EARS,14.9206875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/nonverbal_laughter_open_noise_aug0.wav,16000.0,202.42485755997237,64.58873364144743,177.37423636328322,363.96963830179936,4171.7045134058435,56.76115934104473,4.90511488529731,76.59625732314163,53.0929994304718,23.50325789266983,1079.9887577701686,220.71534847648152,1099.897200666195,2054.6717177082423,264.0624163774999,2060.0777556566527,3089.445728420358,272.1108383958319,3067.3662941438943,4.893472372543204
nonverbal_laughter_open,p010,EARS,14.9206875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/nonverbal_laughter_open_reverb_aug0.wav,16000.0,249.4425164979395,82.6138909595751,228.04042801659523,328.95731219415524,6825.054979480565,39.88033196362787,10.157546252066366,64.63286227565713,17.492514960114285,47.14034731554285,827.8413548065263,295.2123195404688,740.8433986794253,1717.5966726261477,347.4469366155794,1603.1883761191211,2755.1969905230853,484.518486071787,2674.420321473752,3.778710683382365
vegetative_yawning,p010,EARS,11.14175,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/vegetative_yawning_noise_aug0.wav,16000.0,203.31359372773397,98.8656516717216,206.90725604931532,392.09776950603003,9774.417080474186,55.9479622632591,3.4362746719933024,69.67136895435128,53.434910634120286,16.236458320230994,1104.1055356567767,294.0151796238481,1139.6150685000111,2124.4098916318703,289.3555388913639,2107.887144389655,3159.983306229722,293.51732674629534,3111.422387751739,-2.995388792209953
vegetative_yawning,p010,EARS,11.14175,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/vegetative_yawning_reverb_aug0.wav,16000.0,240.92583682042377,111.91141775077259,239.07780767352827,373.33565759929564,12524.165422987939,34.49578316298625,9.272788602440508,59.20422664436754,15.302264520471176,43.90196212389636,925.5897776128785,438.24586906357456,942.5255448964532,1798.4110947305228,531.2244966477009,1627.6774807503552,2859.222629844085,522.0086369840332,2713.5081175819855,7.191067383377516
rainbow_03_whisper,p010,EARS,15.598875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_03_whisper_noise_aug0.wav,16000.0,nan,nan,nan,nan,nan,54.06938338566549,0.28308451147221375,55.047943191232314,53.23483559138267,1.8131075998496442,1151.5761200569805,133.43294253315673,1134.9823234924536,2128.7409078540304,203.1461649869663,2113.124646154733,3118.5490324016587,239.6843918763927,3098.9584697113614,-5.65830959991387
rainbow_03_whisper,p010,EARS,15.598875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_03_whisper_reverb_aug0.wav,16000.0,485.41596260409875,56.66524024628781,498.6688996456186,305.87269527495874,3210.949452169516,26.871854600060498,4.351781362557518,41.95357930526341,11.851669811587787,30.101909493675624,1211.3131209407372,391.93058023261847,1224.9637247950895,2325.028282568803,538.3040030323174,2489.6186407449272,3270.400563852725,474.46207118814726,3234.1632146850675,9.34959910892185
sentences_02_highpitch,p010,EARS,16.804375,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_02_highpitch_noise_aug0.wav,16000.0,190.34543820918873,24.42388173959685,193.25514841106695,153.30779584816125,596.5259992298126,59.31326110209842,5.172713669968747,72.0501919080358,53.436359563549104,18.613832344486696,952.1982837629815,349.5929997604386,1018.882457799544,2024.3518241480351,390.92634628706605,2041.4885575322087,3092.9390257614273,335.88257860391184,3051.027653703558,6.411239700146335
sentences_02_highpitch,p010,EARS,16.804375,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/sentences_02_highpitch_reverb_aug0.wav,16000.0,196.56013203748364,45.807575993704056,195.82332389551726,457.35002971682104,2098.3340184189724,43.17038250425929,10.295420172577568,59.784940472502456,12.345055282535887,47.43988518996657,698.2603971435418,309.3084767258888,619.5119121461448,1631.5144122947916,530.8134981949809,1542.885269563409,2831.4502636265524,411.459909492101,2787.8088169400853,7.055795660377163
rainbow_02_lowpitch,p010,EARS,13.5766875,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_02_lowpitch_noise_aug0.wav,16000.0,93.81556088025931,10.864844889340478,90.64399315010752,50.327452169964786,118.04485446942792,55.59774050952334,1.9080677093337972,63.61160419912505,53.3499875576673,10.26161664145775,1106.7546260348804,268.47790804434936,1093.2629380011788,2136.161847859653,279.75428385567085,2112.054265533826,3163.3483686796367,305.0239720303605,3121.601942722243,-2.9774668425353563
rainbow_02_lowpitch,p010,EARS,13.5766875,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_02_lowpitch_reverb_aug0.wav,16000.0,225.14676792663892,188.485300257237,102.86883311080253,500.8689036145275,35526.708413060784,35.978186571546956,6.0213737737036,50.48923192066987,14.803580074399568,35.685651846270304,770.1223534029982,438.3248079053397,625.4883583814178,1805.245164537545,608.3217475314582,1797.0336315142024,2887.6360905281826,529.5261469848009,2742.627279098011,3.335698123026024
emo_relief_sentences,p010,EARS,10.921625,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_relief_sentences_noise_aug0.wav,16000.0,107.19023498166784,8.484910959603319,105.01349150391832,41.93579353768371,71.99371399239651,55.2407138244067,1.7016882476297905,60.96874920105175,53.23636214650194,7.732387054549811,1127.2401062439333,256.2192244771668,1128.6826575038583,2152.196916203269,264.23892476656437,2134.213409730819,3177.0750876717993,298.6946052205081,3144.521704595245,-3.4959521884398717
emo_relief_sentences,p010,EARS,10.921625,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_relief_sentences_reverb_aug0.wav,16000.0,142.27438304874585,117.78813936681108,103.55639118283065,514.0233223642645,13874.045775495311,32.631348563930416,7.789425680371838,47.23245574673061,11.70190527965558,35.53055046707503,895.2601330603458,451.86992707069965,929.2947417990958,1944.083278707993,614.1457585173888,1899.9554152017718,3054.2101334066983,574.4428062175481,3091.369550343811,3.938860947347665
rainbow_07_lowpitch,p010,EARS,17.7624375,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_07_lowpitch_noise_aug0.wav,16000.0,98.88838300232017,11.042460873887766,96.25536609018468,48.2693879377713,121.93594215134215,55.68121447332777,2.224739027037486,66.37574375730858,53.33354677632694,13.042196980981643,1141.0753122036572,275.30608968916084,1132.2212638998053,2161.5356535804563,312.6526209132442,2136.5457717953664,3201.7773678400144,329.5221990369221,3150.3722476194635,-2.645290647160091
rainbow_07_lowpitch,p010,EARS,17.7624375,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_07_lowpitch_reverb_aug0.wav,16000.0,121.49157682935925,100.69096547029008,93.22616968721266,521.6313721956134,10138.670527339149,34.91647957900036,6.513292180067639,54.839234329400085,16.284436973404492,38.55479735599559,779.8387569297624,470.9565185519992,635.2150058549744,1892.2504066444571,635.529295202176,1772.3512854271908,2975.495289486238,600.9149290107696,2825.592877144735,4.896306335145585
emo_disappointment_freeform,p010,EARS,14.370375,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_disappointment_freeform_noise_aug0.wav,16000.0,120.90783012831783,16.319998700352514,115.88447158390562,80.95927305586295,266.34235757950773,55.8109066579193,2.2068531565540894,64.9673156973473,53.270515435440274,11.696800261907029,1138.5060922149596,274.71287227998965,1133.7320659374227,2172.627518216386,316.94498239259315,2142.200961719922,3202.9776489603064,319.9650038518032,3157.1417799208625,-2.6949906150911973
emo_disappointment_freeform,p010,EARS,14.370375,0,reverb,/ocean/projects/cis220031p/hkook/aug_wav_test/emo_disappointment_freeform_reverb_aug0.wav,16000.0,136.9153462711758,78.54578773126849,114.67623848836035,478.5879680182999,6169.440770325488,35.66829867431975,7.698615394835107,51.380755857790454,14.22406904399674,37.15668681379371,915.5716633631761,459.0781696315806,964.3158941134097,1933.4310912810101,624.4079666290941,1793.0085622032673,3143.7219782015322,563.2749214065102,3138.29542071893,6.181539527183978
rainbow_03_regular,p010,EARS,14.2285,0,noise,/ocean/projects/cis220031p/hkook/aug_wav_test/rainbow_03_regular_noise_aug0.wav,16000.0,106.26363237300511,13.606997059590858,103.98061661235982,58.18966513832882,185.15036897971424,55.781472002611665,1.8990729413872174,62.76750197742747,53.26424813114138,9.503253846286093,1122.3758641312647,265.1305723148687,1113.684828070443,2167.4098234910293,291.93773226241063,2137.5972488668776,3193.9955350284777,321.67609373882675,3153.7584920000972,-2.582679608470656
